title,price,original_price,sale_discount,product_url,image_url
6-8.5mm Cultured Pearl Double-Drop Earrings in 14kt Yellow Gold,379.25,505.67,25.0,https://www.ross-simons.com/6-8.5mm-cultured-pearl-double-drop-earrings-in-14kt-yellow-gold-JFEW+974069+LVB+4Y.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dwec1bf385/images/jewelry-pearl-earrings/974069.jpg"
Cultured Semi-Baroque Pearl Ginkgo Leaf Drop Earrings in 14kt Yellow Gold,302.23,402.98,25.0,https://www.ross-simons.com/cultured-semi-baroque-pearl-ginkgo-leaf-drop-earrings-in-14kt-yellow-gold-JFEW+972061+DRP+4Y.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw48cd23e4/images/jewelry-pearl-earrings/972061.jpg"
"Pink Opal, 49.80 ct. t.w. Multicolored Quartz  and 14.00 ct. t.w. Ruby Drop Earrings in 18kt Gold Over Sterling",291.73,388.98,25.0,https://www.ross-simons.com/pink-opal-49.80-ct.-t.w.-multicolored-quartz--and-14.00-ct.-t.w.-ruby-drop-earrings-in-18kt-gold-over-sterling-JSEK+963782+DRP+K6.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw4e6b3c1c/images/jewelry-semi-precious-earrings/963782.jpg"
7.00 ct. t.w. Multi-Gemstone Floral Earrings in 18kt Gold Over Sterling,344.24,458.99,25.0,https://www.ross-simons.com/7.00-ct.-t.w.-multi-gemstone-floral-earrings-in-18kt-gold-over-sterling-JSE7+967188+PST+K6.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dwaf2fe5c5/images/jewelry-semi-precious-earrings/967188.jpg"
2.50 ct. t.w. Rhodolite Garnet and 1.70 ct. t.w. Pink Tourmaline Halo Earrings in Sterling Silver,245.05,326.74,25.0,https://www.ross-simons.com/2.50-ct.-t.w.-rhodolite-garnet-and-1.70-ct.-t.w.-pink-tourmaline-halo-earrings-in-sterling-silver-JSEM+909066+CPP+SS.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw8a7867a3/images/jewelry-semi-precious-earrings/909066.jpg"
"Italian 14kt Yellow Gold Hammered Hoop Earrings. 1 1/4""","1,277.78","1,703.71",25.0,https://www.ross-simons.com/italian-14kt-yellow-gold-hammered-hoop-earrings.-1-1%2F4-quot--JGEX+933291+HOP+4Y.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw7ff0af61/images/jewelry-gold-earrings/933291.jpg"
14.00 ct. t.w. Emerald Drop Earrings in 18kt Gold Over Sterling,256.72,342.30,25.0,https://www.ross-simons.com/14.00-ct.-t.w.-emerald-drop-earrings-in-18kt-gold-over-sterling-JPEE+975035+WIR+K6.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw147c7fcc/images/jewelry-precious-stones-earrings/975035.jpg"
Turquoise Stud Earrings in Sterling Silver ,115.53,154.03,25.0,https://www.ross-simons.com/turquoise-stud-earrings-in-sterling-silver--JSEZ+992671+STD+SS.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw7d79c735/images/jewelry-semi-precious-earrings/992671.jpg"
6.60 ct. t.w. Tonal Blue Topaz and .90 ct. t.w. Iolite Drop Earrings in 18kt Gold Over Sterling,320.90,427.87,25.0,https://www.ross-simons.com/6.60-ct.-t.w.-tonal-blue-topaz-and-.90-ct.-t.w.-iolite-drop-earrings-in-18kt-gold-over-sterling-JSEB+975183+DRP+K6.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dwfbf18227/images/jewelry-semi-precious-earrings/975183.jpg"
Amazonite Chandelier Earrings in 18kt Gold Over Sterling,186.71,248.94,25.0,https://www.ross-simons.com/amazonite-chandelier-earrings-in-18kt-gold-over-sterling-JSEO+981088+DRP+K6.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw13f25659/images/jewelry-semi-precious-earrings/981088.jpg"
16.85 ct. t.w. Sapphire Earrings in Sterling Silver,268.39,357.86,25.0,https://www.ross-simons.com/16.85-ct.-t.w.-sapphire-earrings-in-sterling-silver-JPES+777901+PST+SS.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw232c16e7/images/jewelry-precious-stones-earrings/777901.jpg"
1.00 ct. t.w. Diamond Starburst Drop Earrings in 18kt Gold Over Sterling,694.32,925.76,25.0,https://www.ross-simons.com/1.00-ct.-t.w.-diamond-starburst-drop-earrings-in-18kt-gold-over-sterling-JDE3+944893+DRP+K6.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw9c0ace3d/images/jewelry-diamond-earrings/944893.jpg"
