title,price,original_price,sale_discount,product_url,image_url
1 1/2 Carat Round Shape Garnet Stud Earrings In 14K Rose Gold Over Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/garnet-earrings-1-1-2-carat-round-shape-garnet-stud-earrings-in-14k-rose-gold-over-sterling-silver-43859.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43859-1"
1 3/4 Carat Round Shape Mystic Topaz Stud Earrings In 14K Rose Gold Over Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/1-3-4-carat-round-shape-mystic-topaz-stud-earrings-in-14k-rose-gold-over-sterling-silver-43855.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43855-1"
1 3/4 Carat Round Shape Blue Topaz Stud Earrings In 14K Rose Gold Over Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/1-3-4-carat-round-shape-blue-topaz-stud-earrings-in-14k-rose-gold-over-sterling-silver-43854.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43854-1"
1 1/3 Carat Round Shape Peridot Stud Earrings In 14K Rose Gold Over Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/1-1-3-carat-round-shape-peridot-stud-earrings-in-14k-rose-gold-over-sterling-silver-43853.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43853-1"
1 Carat Round Shape Citrine Stud Earrings In 14K Rose Gold Over Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/1-carat-round-shape-citrine-stud-earrings-in-14k-rose-gold-over-sterling-silver-43852.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43852-1"
1 Carat Round Shape Amethyst Stud Earrings In 14K Rose Gold Over Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/1-carat-round-shape-amethyst-stud-earrings-in-14k-rose-gold-over-sterling-silver-43851.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43851-1"
1 Carat Round Shape Green Amethyst Stud Earrings In 14K Yellow Gold Over Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/1-carat-round-shape-green-amethyst-stud-earrings-in-14k-yellow-gold-over-sterling-silver-43849.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43849-1"
1 1/2 Carat Round Shape Garnet Stud Earrings In 14K Yellow Gold Over Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/garnet-earrings-1-1-2-carat-round-shape-garnet-stud-earrings-in-14k-yellow-gold-over-sterling-silver-43848.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43848-1"
1 3/4 Carat Round Shape Mystic Topaz Stud Earrings In 14K Yellow Gold Over Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/1-3-4-carat-round-shape-mystic-topaz-stud-earrings-in-14k-yellow-gold-over-sterling-silver-43844.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43844-1"
1 3/4 Carat Round Shape Blue Topaz Stud Earrings In 14K Yellow Gold Over Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/1-3-4-carat-round-shape-blue-topaz-stud-earrings-in-14k-yellow-gold-over-sterling-silver-43843.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43843-1"
1 1/3 Carat Round Shape Peridot Stud Earrings In 14K Yellow Gold Over Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/1-1-3-carat-round-shape-peridot-stud-earrings-in-14k-yellow-gold-over-sterling-silver-43842.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43842-1"
1 Carat Round Shape Citrine Stud Earrings In 14K Yellow Gold Over Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/1-carat-round-shape-citrine-stud-earrings-in-14k-yellow-gold-over-sterling-silver-43841.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43841-1"
