Title,Price,Original Price,Sale Discount,Product URL,Image URL,Stone Type,Metal Type
"3.00 ct. t.w. Lab-Grown Diamond Drop Earrings in 14kt Yellow Gold 



2 METAL CHOICES","5,420.40","9,297.65",41.7,https://www.ross-simons.com/3.00-ct.-t.w.-lab-grown-diamond-drop-earrings-in-14kt-yellow-gold--JDE6+989413+LVB+4Y.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/e_vectorize:6:0.05:100:0:100/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw405507b8/images/jewelry-diamond-earrings/989413.jpg",Diamond,Gold
.25 ct. t.w. Diamond Floral Filigree Drop Earrings in 18kt Gold Over Sterling,248.14,341.20,27.3,https://www.ross-simons.com/.25-ct.-t.w.-diamond-floral-filigree-drop-earrings-in-18kt-gold-over-sterling-JDE1+930736+DRP+K6.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/e_vectorize:6:0.05:100:0:100/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw0a32030d/images/jewelry-diamond-earrings/930736.jpg",Diamond,
.50 ct. t.w. Diamond Square Earrings in 14kt Yellow Gold,922.79,"1,232.97",25.2,https://www.ross-simons.com/.50-ct.-t.w.-diamond-square-earrings-in-14kt-yellow-gold-JDE2+977030+PST+4Y.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/e_vectorize:6:0.05:100:0:100/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw3a60edb1/images/jewelry-diamond-earrings/977030.jpg",Diamond,Gold
.25 ct. t.w. Diamond Station Threader Earrings in Sterling Silver,575.77,767.70,25.0,https://www.ross-simons.com/.25-ct.-t.w.-diamond-station-threader-earrings-in-sterling-silver--JDE1+991757+THR+SS.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/e_vectorize:6:0.05:100:0:100/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw63e121f8/images/jewelry-diamond-earrings/991757.jpg",Diamond,Sterling+Silver
.25 ct. t.w. Princess-Cut Diamond Stud Earrings in 14kt White Gold,457.52,581.59,21.3,https://www.ross-simons.com/.25-ct.-t.w.-princess-cut-diamond-stud-earrings-in-14kt-white-gold-JDE1+767043+STD+4W.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/e_vectorize:6:0.05:100:0:100/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dwaa51bcfa/images/jewelry-diamond-earrings/767043.jpg",Diamond,
".25 ct. t.w. Pave Diamond Hoop Earrings in Sterling Silver. 1/2""",248.14,341.20,27.3,https://www.ross-simons.com/.25-ct.-t.w.-pave-diamond-hoop-earrings-in-sterling-silver.-1%2F2-quot--JDE1+930753+HOP+SS.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/e_vectorize:6:0.05:100:0:100/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw6bed6cce/images/jewelry-diamond-earrings/930753.jpg",Diamond,Sterling+Silver
"1.00 ct. t.w. Diamond Inside-Outside Hoop Earrings in 14kt White Gold. 3/4""



2 METAL CHOICES","1,543.15","2,008.42",23.2,https://www.ross-simons.com/1.00-ct.-t.w.-diamond-inside-outside-hoop-earrings-in-14kt-white-gold.-3%2F4-quot--JDE3+925230+HOP+4W.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dwe0deae22/images/jewelry-diamond-earrings/925230.jpg",Diamond,Gold
".25 ct. t.w. Diamond Earring Jackets in 14kt Yellow Gold



2 METAL CHOICES",659.13,922.79,28.6,https://www.ross-simons.com/.25-ct.-t.w.-diamond-earring-jackets-in-14kt-yellow-gold-JDJ1+975914+ERJ+4Y.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw532c53a8/images/jewelry-diamond-earring-jackets/975914.jpg",Diamond,Gold
.20 ct. t.w. Diamond Three-Stone Earrings in 10kt Yellow Gold,341.20,457.52,25.4,https://www.ross-simons.com/.20-ct.-t.w.-diamond-three-stone-earrings-in-10kt-yellow-gold-JDE1+977486+PST+1Y.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw123440d0/images/jewelry-diamond-earrings/977486.jpg",Diamond,Gold
"4.00 ct. t.w. Lab-Grown Diamond Drop Earrings in 14kt White Gold



2 METAL CHOICES","7,746.75","10,848.55",28.6,https://www.ross-simons.com/4.00-ct.-t.w.-lab-grown-diamond-drop-earrings-in-14kt-white-gold-JDE6+989412+LVB+4W.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dwd08a7e86/images/jewelry-diamond-earrings/989412.jpg",Diamond,Gold
