title,price,brand,availability,product_url,price_off
Corsair 32GB (2x16GB) CMW32GX4M2Z3600C18 Vengeance RGB Pro 3600MHz DDR4 RAM Black for AMD Ryzen,128.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-32gb-2x16gb-cmw32gx4m2z3600c18-vengeance-rgb-pro-3600mhz-ddr4-ram-black-for-amd-ryzen-55567,Save $21.0
Kingston 16GB (2x8GB) KF436C17BBK2/16 Fury Beast 3600Mhz DDR4 RAM - Black,XX.0,Kingston,In Stock,https://www.umart.com.au/product/kingston-16gb-2x8gb-kf436c17bbk2-16-fury-beast-3600mhz-ddr4-ram-black-60419,4% Off!
Corsair 32GB (2x16GB) CMG32GX4M2D3600C18 Vengeance RGB 3600MHz DDR4 RAM,139.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-32gb-2x16gb-cmg32gx4m2d3600c18-vengeance-rgb-3600mhz-ddr4-ram-60319,
Corsair 64GB (2x32GB) CMH64GX5M2B6400C32 Vengeance RGB C32 6400MHz DDR5 DRAM - Black,349.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-64gb-2x32gb-cmh64gx5m2b6400c32-vengeance-rgb-c32-6400mhz-ddr5-dram-black-69904,Save $20.0
G.Skill 16G (2x8G) F4-3200C16D-16GVKB PC4-25600 / DDR4 3200 Mhz,59.0,G.Skill,In Stock,https://www.umart.com.au/product/g-skill-16g-2x8g-f4-3200c16d-16gvkb-pc4-25600-ddr4-3200-mhz-33537,
Kingston 16GB (1x16GB) KVR26S19S8/16 2666MHz DDR4 SODIMM RAM,54.0,Kingston,In Stock,https://www.umart.com.au/product/kingston-16gb-1x16gb-kvr26s19s8-16-2666mhz-ddr4-sodimm-ram-56827,
Corsair 32GB (2x16GB) CMH32GX5M2E6000C36W Vengeance RGB 6000MHz CL36 DDR5 RAM - White,175.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-32gb-2x16gb-cmh32gx5m2e6000c36w-vengeance-rgb-6000mhz-cl36-ddr5-ram-white-71952,
G Skill 32GB (2X16G)F4-3200C16D-32GVK RipJaws V 3200MHz DDR4 RAM - Black,109.0,G.Skill,In Stock,https://www.umart.com.au/product/g-skill-32gb-2x16g-f4-3200c16d-32gvk-ripjaws-v-3200mhz-ddr4-ram-black-48636,
Corsair 16GB (2x8GB) CMK16GX5M2B5200C40 Vengeance CL40 5200MHz DDR5 RAM - Black,109.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-16gb-2x8gb-cmk16gx5m2b5200c40-vengeance-cl40-5200mhz-ddr5-ram-black-69734,
G.Skill 32GB (2x16GB) F4-3600C16D-32GTZNC Trident Z Neo C 3600MHz AMD RGB DDR4 RAM,189.0,G.Skill,In Stock,https://www.umart.com.au/product/g-skill-32gb-2x16gb-f4-3600c16d-32gtznc-trident-z-neo-c-3600mhz-amd-rgb-ddr4-ram-51992,
